GPNMB BAP1
MLLT6 UBE2V1
DDX19B UPF2
NFKB2 SDIM1
ACOT6 ADRA1D
HDAC5 TCF19
GJA8 OR9I1
G3BP1 GRB2
PRKD1 PTCH1
ADORA2B GPR12
CSE1L UHRF1
LMNB1 AEBP2
FDXR P2RX7
SERPINF1 RBPMS2
SERINC3 CSN1S1
MORC1 HIST1H1T
ADRA1D PAX5
CAP2 PARD6B
IL17A TRH
DUSP22 OSMR
C1QTNF3 SRGN
HEXIM1 ENO1
EXTL1 TCOF1
POU1F1 SHOX
GRM5 SYT1
CLEC2A ZC3H3
GAS8 NME2
NAMPT LIF
CLCN3 RBMY1C
NACA RPL22
NA WDR73
BIRC3 PIP4K2B
AP1M2 PGF
IDH3B ITPKB
KDELR1 STAP1
PCDHA11 ITM2B
EFNB1 MCAM
MAOA CPM
GRK5 GPR139
FTH1 SSTR5
SLC40A1 FGF18
CD160 NCF1
OSTF1 ATP6V1B1
HNRNPH3 P2RX2
SCN7A UTRN
PIK3CB CD81
PCSK9 RPS6KB2
HOXC10 TSPAN31
GNAI3 SRRM2
SCGB3A2 YY1
HMGB1 XRCC3
IL36G ADGRG1
ZMAT5 CDK3
ADM GDF5
FAT1 HOXA11
SIRPA ARVCF
ETV1 AFF4
HAL KPNA1
CXXC1 TMED5
SEC24B OR10AD1
GDE1 TRAPPC3
ZFYVE27 WBP11
FHL3 GADL1
CNBP ZNF35
PKP3 OR10G8
SFPQ DUSP6
ESRRA SLC34A2
TMPRSS6 BMP1
C1R SLC25A29
POU2F2 KLF11
MAP4K5 MAPKAPK3
MYF6 MYOG
DACT3 BRAT1
KHDRBS1 CHRM5
PAM ATG14
ECD PFKL
HMGA1 SET
KRT1 KLK13
ACOT12 DNASE2
FYB PINK1
DLL3 FKBP1A
ZMYND11 NRDC
NKX6-1 PAX6
UGT2A1 SGPP1
EFNB3 NELL1
PRR4 OTUD4
MIR29B1 BRF1
RRAS2 INSL4
FGF12 STC1
PSMB10 BST1
SPACA4 SCN2B
DEDD2 IPO8
TRIM32 MIR518D
DSCAM DYRK1A
HSPB1 SFRP1
TCERG1 CDIP1
CCL4 APLN
SLC25A29 NDC80
POLR2E ASH1L
NOCT PAX5
GATA3 COPS2
PTPRZ1 UGT8
EREG TIMELESS
SPAG1 AKAP4
EIF3M CCNG2
PRSS3P2 DAXX
GRIA4 GRIK4
MTRF1L SIX2
CLEC4A CCL18
RUVBL2 TREX2
GHRH CXCL6
SLC9B2 AKT1
GCNT2 HMGB3
POGZ OPCML
HELQ EIF3G
MSI1 OR5AU1
AGPAT1 MAGEA10-MAGEA5
KLF3 BST1
RRH AKAP12
TAGLN3 NPAS1
CTSK ACE
GRB10 TFAP2C
CCL4 SELE
WRAP73 NANOS2
SMO WNT2B
NPBWR2 TBXA2R
CRB1 IAPP
GNG7 GAK
HIC1 MLLT6
EXOSC5 ETS1
EZH2 TRAPPC2
BSCL2 SLC25A4
CCL26 TSHB
IL10RB AOC3
TSPO ADAM29
PTGDR2 GCG
LRP2 MYO1A
RASL10A ST8SIA5
MUSK RBBP7
RFX1 C1QBP
PPP1R35 POFUT1
MTBP NKX2-6
DFNA5 ATP6V1B1
GUCA1B S100A9
ZFHX3 PAX1
NPBWR2 SLC6A2
HACD2 ODF2
CXCL10 AVP
FGF1 WNT7A
NUDT3 CXCL11
PROK2 TNFSF8
GYG1 SLC35B2
RBM6 RBMY1A1
GAA SLC25A27
CTBP2 B9D2
LMF1 MRGPRX2
ERBB4 CTNNBIP1
LSAMP NEUROG1
GSTT2B SCRIB
TRMT1 KCNMB3
GGT1 ABL1
COL17A1 ZCCHC11
NDUFB6 TMOD2
PPWD1 GRHL1
HLA-DOA KLK13
EAF1 RBM14
ALK MOBP
CDO1 BCL6
NOP58 FAM98A
TARBP2 DEK
SGK2 SRPK2
STAB1 CRB1
CCL22 SEMA5A
FTH1 IL1RAP
KLKB1 L3MBTL1
GNAO1 CACNA1S
THAP5 TMBIM4
COL11A1 PAX6
SPDEF MIR199A2
PDPR NSMCE2
CYP1A1 HAUS6
STMN3 RAPGEFL1
CLCN5 AQP7
CDC40 PRPF19
SPAG11B HSF2BP
ITGAM RS1
FGD1 FLI1
SEC24B TRPV1
STAMBP STAU1
DYNC1LI2 LRP4
UBE2H UBE2I
DSPP HOXA1
APOD LIPT1
CLEC12A TMED10
CYB5R3 HOXB2
IKBIP TNFSF10
HRASLS5 CLEC3A
PAPD7 ABCB1
ENC1 LGI1
ANXA1 MSN
PROK2 C5
GNLY PIGW
PROK2 PTTG1
WIPI2 DUSP12
CCL26 C1QBP
GRAP CPA3
FBXL6 ADAMTS9
FGF1 ACRV1
KCNG2 KCNQ3
SIGLEC9 OR2D2
METTL23 OPRM1
ARIH2 FGD3
NFKBIB XAB2
ELF5 TMF1
NUDT16 CRY1
CEACAM5 PIGF
OR6P1 SPANXA1
KLKB1 CTSF
GXYLT1 KANK1
TRPS1 UFD1L
TBC1D16 SCO1
DLL3 IGF2
UBE2V1 HDAC9
CYSLTR1 GATA3
IPMK COTL1
NT5C3B CDC42BPA
FURIN C9orf3
FEN1 VCP
MDFIC MFGE8
MDGA2 ADAP1
VCAN TYRO3
CDK6 PCGF6
GADD45G ERCC6
UBE2E3 CRB3
EPHB2 L1CAM
IL17A RAF1
AHR AGXT
KRTAP19-1 OR5K3
MED30 MED27
RUSC1 KPNA1
RPS6KA2 BLK
ZFYVE1 PAK4
PAEP OR7A10
PPT1 UBE3A
CES2 POLR3A
LEO1 MRPS16
CTBP1 SST
OR51F1 DEFB132
GHSR GPR1
CMPK2 ISL2
ARF3 ATP8A1
TRAIP HOXC4
SUPT16H MYEF2
CTSO RPL5
RBBP4 UMOD
OR2T34 POMT1
KLRC4-KLRK1 ELK4
SERP1 NUBP1
NINJ2 CTSL
MYLIP L1CAM
SLC25A12 FAM210B
CDK7 CBFA2T2
SIN3B DMGDH
FGF2 NR2E1
SLC39A14 PCNP
DLG4 FANCA
OR7G3 GLIPR2
STAC3 GRXCR1
OR1A2 EAF2
MCAM UBR4
AIFM3 LTA
CASP14 ANXA5
CANT1 NPY1R
INSL4 KLF3
CCL3 SST
CHN2 PAIP2B
PDCD1 RS1
CDH7 FOLR3
ELAVL1 HOXB2
POLR3A ATP1A4
FBXL3 RHOU
VCAN GLI3
CSE1L PDCD1
CHMP2B LPCAT4
CCR5 CCKBR
IGF2R MSR1
SNX10 OR52E6
STMN3 FGF17
LYPLA1 OR10G7
ADCY5 PPP1CA
NSUN6 CEBPE
TRAPPC6B SEC23IP
MAP3K3 EIF2AK3
ELF5 UHRF1
CDH16 LAMC1
GAD2 HACL1
IGF2BP3 HNRNPDL
PSEN1 SPHK1
CRYAB RYR1
CAMKK2 SCG2
SPRY2 KIR2DS1
ARL3 MIR372
HRH1 S1PR3
CXCL10 VEGFC
KHDRBS1 MKI67
STIL CD81
RAPGEF3 PLEKHO2
HMG20B TMEM127
POLR2L HAND1
HNRNPA3 ID4
CCL5 NCF1
PTEN CDC27
TFAP4 MED27
IL1B CCL13
ERCC6 TCEB3B
APOBEC1 NFYB
ALB SLC20A1
IKBIP FKTN
PCDHAC1 IL32
AKT1 TAOK3
SMAD7 MICB
FBXO40 ANKRD28
SNCA BRAF
ATP2C1 RPL17
TAS1R1 RPP38
CDHR2 ADGRG1
TAGLN3 PROP1
KHDRBS3 OR7G2
TMEM126B MAN1A2
CLEC12B MDGA2
RPL18A CEBPG
IL4 RAB11FIP2
IMPG2 CNTNAP2
UROS EPHX1
PTPN1 COL2A1
TNFRSF13B MAGI1
CHD2 CREG1
DAPK2 MKNK1
LSP1 SCG2
STAT1 RUNX3
CYR61 TSPY1
DLST ACAA1
ADCY10 ARFIP2
CLCNKB MEMO1
LRP1 UGT2B7
CBFA2T2 CD70
DUOX2 UHRF2
CYP1B1 GJA8
MIR10A NOX4
MAN2C1 MACF1
JAKMIP1 C9orf72
GSS MPPED2
ITGB1 PAGE1
CTNNA1 KDELR1
CRHR1 PTGER1
OR2G6 IL12RB2
NFE2L1 CCNT1
PLAGL2 HMGA1
GRIN3A LGR4
BORA PLA2G4B
GNE AGGF1
SLC10A6 WIPF2
IRS1 PFKL
FUT9 CNTFR
PTCH1 EVI5
MAN2C1 LCAT
KHK KLHL41
PADI4 GGCX
MPPED2 SLIT2
DRG1 TNFRSF13B
ALDH9A1 SMG9
ATP6V1B1 OTOF
TBX3 TFAP2A
GPR45 GPR50
EPS15 ARHGEF1
ALDH3B2 APOL1
TBX3 ZNF354A
ADORA1 NOX4
SCN3B CARD16
INSL3 NRP1
CLN8 GREM1
OR4C45 STAC3
FCGR1A SOX17
GDF11 EPHB1
NEU4 WRAP53
ZBTB8OS OR5M9
DAB2 APPL1
MAPK15 CCDC151
AFF4 NFKB1
APC EFNA3
GCG MPL
TNFRSF11B UFD1L
IL6 BARD1
FABP2 ACSL1
INSC RTN4RL1
ADCYAP1R1 NUDT16L1
NPY1R PACS2
BTC TBX2
LYPLA1 COPS5
CD22 IL27RA
TUBB8 HLA-A
FGF21 ADGRG1
CTSG CXCR4
LILRA1 DNAH5
EXOSC5 SUMF2
OSBPL11 TTPA
HIST1H2BI LZTS1
ADAM29 USH2A
ING2 HMGA2
CDKN3 SESN1
NEK6 GOLGA7
PSG4 TAC3
MPZ EDNRB
ITGA7 GPNMB
FAM134B OR5K1
IL1A TNFRSF18
EFEMP1 ARR3
FXYD3 ATP6AP2
TCTEX1D2 OR14C36
MIEN1 OR4B1
STAG1 NOS2
OR2W5 UBE2F
LCT SLC32A1
ADAM29 ADAM18
DGKB EZH2
HPCAL4 PTS
IL15RA CBFA2T2
LTA STK17B
RABGGTA DLX5
GALNT13 FZD8
KCNU1 IL17RE
CFP ADA
EHF LIF
KCNMA1 CYP1B1
TLR6 MOGS
HOXD4 ERN2
HBG1 PKHD1
EYA4 PDE6D
CDK7 MED27
ADH4 KDELR3
NES DNAJB11
STK38 TEC
OSBP MIR140
IAPP RHOT1
NUPL2 DEPDC1B
CDH17 ITGAV
ADORA1 FGFBP1
TIMM8A NT5C3B
SRPK1 GEMIN2
VIP CIAO1
CDK2 PTN
BBS9 TPPP3
HIC1 SUFU
SERPINA3 SFTPA1
ZNF136 NRIP1
SERF1A SSX2IP
CDK9 EVI5
CNGB1 CRYBB3
PELI2 SLCO1B1
BTF3 PTTG1
LSM6 BMPR1A
OR2A5 SASS6
RNF152 SMARCA2
F2R MATK
BEX3 LEFTY2
TRIM29 NFIX
PSG4 TSSK4
ABCA3 TYK2
CD160 EGFL7
FSHR PARN
SMARCA2 UBP1
NDUFV2 SLIT2
APLP1 LRCH4
COG3 CCDC151
CHCHD6 GPHB5
NR5A2 USF1
VPS53 PKDREJ
GREM1 NR2E1
KRT18 NFE2L1
BRCA1 ZNF354A
F3 LAMA5
PAH MCM3
FGF13 ADGRG1
BMX NUTF2
NOX4 NMI
OXA1L SDHC
TPX2 TACSTD2
TAS2R20 KLK5
GLIPR1 KRTAP4-8
HK1 SOX8
OR2AP1 SPTAN1
PDGFRA CD2
PAM MTPN
CCL5 GCM2
PPP1R17 MAL
SLC25A3 SLC25A11
PAEP NELFA
RAET1E ANKRD28
MRPS28 OAS1
PLS3 CDH6
PTPRU PCDHA6
SF3B3 LAMC1
SCYL2 CEACAM4
NFATC2 HIVEP3
MAP3K11 PIM1
EP300 ZNF346
BATF3 CCNT1
HDAC5 ABL1
HSPA5 SPHK1
FOXJ1 BRD2
GNG11 SSU72
OR8D2 HIPK1
F13A1 GNAQ
FLT3LG PTN
RIPK3 TCF12
PARP1 ASH1L
MIR25 IL10
MLF1 LOC344967
ITGB3BP CCL2
DEFB4A GNA12
DPP8 S1PR4
GAMT TACR2
CHUK IL15
GNPNAT1 ZBTB49
RALA CCL13
A2ML1 TSEN34
PGLYRP2 ST3GAL3
SCRIB CYP2D6
SLC34A2 INPP1
GUCA1B IK
C1D CLIC5
FANCM OR52A1
CHD3 HTATSF1
MFGE8 IL32
PRELID1 IL4R
RBBP4 CDC6
BRD8 PTGIS
GJB1 ECE2
SEPSECS LAMB3
KCNE1 KCNJ12
CORT NPBWR2
ALDH3A2 ATP2C1
FSHR PDC
SP7 HTR2A
MS4A2 SKP2
LAMC1 ATP2A2
FBXL16 BTN3A1
DENND5A PMCH
RTN3 PIGV
KRT82 NEFH
CA14 ABCC4
IRF4 YWHAH
PPP1R2 DAGLB
DFNA5 ART4
GAS1 ENPP7
F2 IGF2
ASPRV1 MAP9
PAG1 AKAP7
CCL17 TNFRSF11A
APC PPFIBP1
E2F1 PWP2
MAP3K7 LEFTY2
CREG1 CHST2
MS4A2 GCG
BPNT1 CYP46A1
CLPX SHANK3
SERINC5 NOP56
MMP10 NA
PREP CPZ
TSR3 ALDH7A1
GLP1R GNAS
FCGR2B IL1RAP
COL11A2 SLC24A2
SST TBXA2R
MMP1 MMP9
GATAD2A FGD1
FOXD3 OR2I1P
TRPV2 DNAJB2
CDO1 CYBB
GADD45G ERRFI1
DUSP12 CDHR5
OCRL PCDH11X
GMFB PCDHA10
TNFRSF13C TRIM39
C5AR1 UMOD
CKLF CFTR
CCNY NADK
BPNT1 DLX5
KIR2DL2 KISS1
MAB21L2 DSCAM
GC ATP10A
OR51B5 OR52W1
MATK RBBP7
EVPL KRT85
SLC6A14 MAGEA5
CORO1A MRGPRX2
PAG1 SPHK1
PARP15 CDH5
EPB41L2 UQCRFS1
BRD7 SMARCAL1
RNPS1 NCBP1
TGFB2 TM4SF4
GALNT5 UGDH
PPM1L KRTAP23-1
CLCF1 PROC
PSG8 IL32
CRYAB ATP2B2
IL6 NME2
MMP11 CREG1
LANCL1 VIP
P2RY2 OR2B3
SLC2A13 ATP6AP2
ARL5B P2RY10
SEPT5 AURKC
DPY19L2 KCNU1
SARS2 GSK3B
CRX PAX3
AUP1 IGHG2
HSPH1 ADRA2A
STAG1 GEMIN5
KRT80 CSN2
PIGL IGSF6
IFNA2 AREG
FLOT1 MYH14
CCR3 SIRPA
TBX20 SPAG11B
SIX6 GYLTL1B
INHBA PPT1
ANAPC15 ESR1
SIRT2 ID1
CXCL8 IL13
PHKG2 FHL3
LARP6 LILRB4
EML2 GNAT1
GSKIP GABRA6
IGHV3-13 MYH2
EPHB2 NAIP
CCL23 CIB2
PIM2 EGFR
RYR1 TACR2
CP EFEMP1
COL5A3 PAX5
SLC5A10 ATP8B2
CTSG CASP7
NTAN1 CHD8
PLOD1 SPRR1A
ITFG2 HDC
TMEM74 EVI5L
IGHV1-69 DPYSL4
PLA2G2E CCL24
AGXT SLC47A2
CHFR NRG4
MPDU1 ADAR
CCR5 GTPBP1
CTSG GJA8
CRTC1 CYP24A1
RAMP2 TEK
SLC40A1 MYOC
USP39 TXNL4A
APC IL32
SPON2 GABRE
LILRB2 FCN2
CDK9 MCTS1
ATR FGD1
CCL4 IKBKAP
HDAC8 BCL6
SNAI2 ZNF136
NUFIP1 MED13
F2 PAEP
MTCH1 BBC3
VPS8 ARHGEF28
GPR37 AVPR1B
PTCH2 VAPA
SARAF SLC34A3
GAK CDK17
RER1 KRT35
NOD1 CYP4F11
CYR61 VPS13C
RAB21 OPTN
GTPBP2 HSF1
LILRA1 IFNAR1
PHLDA3 GCAT
MIR499A APPBP2
TYMP RPA3
CDKN2B ACVRL1
IFITM1 ADAMTS1
CLEC3A EN1
MST1R PSG3
CD207 C3orf33
CHRM1 PCDHAC1
FPR2 APC
SNRNP27 TICRR
AP5M1 ZNF425
IGSF3 KDM4B
OPHN1 NR2E1
E2F5 FZR1
SELP PNPLA5
NME2 CERCAM
MATK TRIM27
BRAT1 LOXHD1
HERC5 NME2P1
ADCYAP1 GHRHR
PDZD8 SCLT1
KRTAP3-1 KLF12
ARL5A PDE7A
NR5A2 KRT18
STAG3 VPS8
EIF2B4 NPRL2
CGRRF1 TP53I11
KLK12 IGF1R
DEFB4A IL10RB
COLEC10 CFH
CHRM3 CD81
ABI1 ROR1
CYP46A1 F9
VHL CNOT8
UTS2 CORT
OR51B5 OR52I2
CROT SMCR8
AKAP3 CD9
KRT75 CDX2
HTR7 NPY
RPP30 TPM3
TIMM13 SERTAD1
CDK9 INSL4
GRID2 IDI1
ZNF256 MXD1
MIR16-2 APITD1
NME2 IFITM1
HNRNPA0 DHX15
GLIPR2 QTRT2
NRDC BUB1B
MAD2L2 DHX9
CXCL10 CLEC4A
STARD7 RTN4RL1
AIF1 CXCL11
FAM49B GLI2
AVIL LRCH4
ADH1B UGT2B11
GJB1 TSHR
CPOX MYSM1
RAB3B UQCRQ
UTP20 PYY
ARMS2 LMO1
RTP4 STAB1
EDN3 FGF13
EVC TRAPPC2
CHIT1 CD2BP2
RPL21 RPL26
EPHA2 ZMYM6
AKR1B15 PTPRQ
GNE MRPL11
CDKN2C SIRPG
XK STX8
MCTS1 TTK
MTMR9 MACROD2
PAPD5 TAF1L
FBXO22 FZR1
SLC25A11 SCARB1
RHOT1 CDK7
SLC35D1 JOSD2
F2R MAP1S
FUCA2 PLA2G1B
VTI1A IGKV1-17
NFATC2 MUC7
KCNAB3 AHCYL1
SP4 STAT6
DNAJA2 KRT14
KRT81 FBXW8
SLAMF1 NRP1
GRB2 NDP
ARFIP2 TRIOBP
QPRT SYT5
DCTN2 CLK1
PCSK2 IFRD1
KHDRBS1 BUB1B
CDC42EP2 CPSF1
IL11 IL12RB2
PPRC1 SYT11
ACSL4 GRIN2B
RPL5 RPS11
PDCD7 OR2G6
SMPX ASS1
TP53 CD81
BNIPL PRKRA
MMP7 OR2A2
SEMA4F MLN
HOXA13 TCOF1
PLPP4 OPRPN
HAO2 ZBTB38
CSNK2A1 ATXN1
SYT2 CHCHD3
GRIN2B PMP22
LSM6 SNRPD1
SST HOMER1
IMP3 OR5AP2
LTB4R TPM3
ABCA8 DCT
PCNA RPS27
IL36RN AGPAT5
UBE4B TNF
NRGN NEURL1
CEBPB S1PR4
MBP PRKRA
MSH3 GFAP
IFNLR1 SNU13
CCDC113 TRMT61B
QPRT PHKG2
OLFM1 FNTB
VPS54 GRM1
SPACA3 ATP11A
MYCNOS OR6V1
ADH7 CENPQ
PRELID1 IL7R
DNAI2 SPTSSB
ATF6 FOSL1
FFAR1 CD3E
CLIC5 AKAP8L
SERPINF1 TRIM27
OSCAR MAF1
NUDT19 CTNNA1
GTF2E2 MED24
GRM4 HTR2A
RPL4 DNM1L
CHRM1 ZPR1
GPER1 MLNR
CLTA MAF1
SESN1 CDC6
ELAVL1 F2
POU6F2 RPS6KA3
UCK2 CHUK
GADD45B TYW5
IL18RAP CD28
CYP1B1 OPA1
PSME1 TUBB4A
FMO3 OR12D2
ADGRV1 TEN1
INHA TNFSF8
FTH1 IRF8
CHMP1A NEK7
MTNR1B NTSR1
RYR3 ELK3
MEIS2 ZNF202
KRT82 CCT8L2
CHRM3 USP8
PPP2R5A RUVBL2
FFAR1 S1PR4
CGA CRB1
ZDHHC9 TIGIT
SARDH KCNJ4
TMEM147 DPF1
PTTG1IP CTSE
LYVE1 VWF
DNAJA1 TSC2
PTK2B CD81
CTSB TMPRSS6
PERM1 CLEC3A
LY96 IL27RA
TNP1 ACTL6A
LRCH4 KIF5C
MIR515-1 POGZ
RAX TGFBI
IL4 C5AR1
SREBF2 MED7
UPK3A OSR1
ARF6 CCL4
COPS5 POLR2G
OPRM1 SIRPG
TBK1 AGTR2
SLC35A1 DHDH
DSPP CCL17
NGEF COL1A1
WDR19 KCNE5
SMN1 IL23R
FGFR3 KLF10
AMPH GRIN2A
IGKV4-1 ALKBH3
NRF1 YY1
DDX41 RARG
GML NEDD9
MIR23A DRG1
DRD2 KCND3
PCDH1 TSHR
E2F1 GML
KIR3DL1 OR5AK2
TMEM165 SOX8
ATF7 SIDT2
CDH8 CLDN1
CEACAM4 IL10
FUCA1 ABCG8
GPR15 NTSR1
FABP1 FGD1
FGF12 PCDHA10
GJC1 SNTA1
HOXA13 TMTC2
USP43 CCL27
AEBP1 MEPE
ACKR4 RNASE2
MGST1 CTSK
EFNA3 CD33
FABP2 MMP1
MTHFD1 PDIA6
SLC7A1 UTS2
GJA4 SERPINF1
SCO1 C1orf168
SELL FRS3
LPAR3 RIT2
DHX34 UBA2
DSC2 OPCML
RS1 OTUD6A
EDN3 CCL13
S1PR3 CXCL8
NDUFA6 FGF12
KLRG1 CLEC2D
ZDHHC5 NIPBL
GTF2H2 KRT6C
CERS1 BCAP29
CDH6 EMILIN1
CDK5 PYY
TIMM44 VPS36
ECH1 PHKA2
RAB17 U2AF2
TNFAIP6 FGF17
PDZK1 DUSP22
ZNF639 MXD4
PIK3CB FARP1
CCL5 DNALI1
HOXA4 PITX1
SYNPO GRIA4
KIF26A NPPB
RPIA OR14C36
LALBA ECE2
LMO3 PACSIN3
MRPL49 SF3B2
TAAR6 C3AR1
CDH6 HABP2
PPIH FKBP4
HTR1D PDHA1
ELAVL4 CCL4
SLC6A8 KRT78
UGT1A7 GTF2F2
LMO1 BUB1
OR8K5 OR5K4
TMEM5 NPLOC4
TAF1L YY1
OR5K3 TNFRSF11B
DRD1 MTNR1B
FZD3 BUB3
SIRPA IGKV2-30
ADH7 SLC17A8
MATK NPY
CCL3 TNFSF8
SCN11A TOP1
PLA2G4A CHRNA3
DCTD NOTUM
KPNB1 CNTN6
ASIC1 ORC4
HTR5A PYY
TP53TG1 AKR1B1
APOA1 NFE2
SLC6A2 BSN
KLRC4-KLRK1 TPM2
CCR7 FAM160A2
OR7A5 USP9Y
HOXB2 KRT24
ACTR3 PALM
CRX ENG
CRYGA TYR
MTM1 SMTN
PMP22 SYT1
CDK9 GTF2E1
KRTAP9-1 CTNNA2
CHST4 MAGI1
ABLIM1 FGF16
FUT4 SERP1
GMPR2 LMAN2
DCTN2 PDZK1
KRTAP23-1 MMP2
LSM11 SELT
SEC23A FA2H
KCND3 PPWD1
GRB2 TRHDE
FKTN HLA-DMA
PTCH2 TGM5
DSCAM EPHB1
METTL10 DNM1
TAAR6 BDKRB2
OR52B2 DRAP1
KRTAP22-1 HBE1
PAWR ADAMTS1
IFNL3 GAGE1
C5AR1 SEMA7A
ZNF256 ENC1
AATF P2RX2
RYBP RECQL4
MYO5A KRTAP19-5
CITED2 TFCP2
TCF7 JAG1
CCL27 ARHGDIB
KLRC3 CDK8
TADA1 GALNT18
HAP1 UNC119
F2R ITGAL
CLCN4 WNK4
GHSR CXCL8
HIST1H2BB ACAA1
PAX5 RPS4X
CDKN3 CDC37
KDM6B MMP14
SSTR3 ADAMTS1
MERTK GHRH
PHKB DSC2
HTR6 PTGIR
OR2T29 KRTAP13-1
CRISPLD1 ATF6B
SH2B2 ORM1
SLC22A9 ZYX
GPS2 FGF21
RPL3 MRPL12
OR52E4 RFFL
GTF2B EVPL
MEF2C SGCD
PFDN5 SP3
CHRM4 TPX2
RDH10 ABHD6
NDFIP2 USP25
PAX6 RABGGTA
HCRTR1 KRT82
OR4S2 TOE1
GNAQ GP9
LCLAT1 KRTAP5-7
CCL19 TCF12
CELF2 NUFIP1
S1PR3 OR2AT4
CXCL11 TACR1
SPRY2 EFNA3
MRPS18B PTGDR2
PHEX GDF5
ELF5 STAT1
CXCL3 PPL
ACOT8 ALDH3B1
DRD1 UNC119
ANAPC5 KRTAP6-3
CHRM3 PDGFRA
SLC25A10 RCN1
CCDC109B OR5L1
CACNG2 ZNF655
ALDH1B1 PTPRQ
ACE ADAMTS9
DLX1 TPPP
HMGA1 NFYC
MICB RAET1E
NFIX POLR2K
MME PEPD
LANCL1 S1PR1
CDKN2B RARRES3
ITGA4 TPPP3
DDX11 FLT1
ADPRH P2RY6
MYO7A TYR
LEFTY1 TCF19
KLK12 AMPH
CSF1R IL7R
PPP1R13B BMP4
NGEF FOXRED1
RAD51D ZFPM1
CELF1 NUDT21
MPV17L2 NR2E3
OR7G2 TCTEX1D2
SCARA5 ARL6IP1
DDX19B ACOT11
EFNB1 CCL17
KCNJ5 KCNJ6
SLAMF6 NPR2
MMP13 MBTPS1
GPR155 CD300A
NOD1 KDM3A
JMY TSPYL2
NUS1 FOXK1
CDK7 SKP2
CHST4 ZEB1
TRAF6 IKBKG
OR13D1 LMTK2
USP17L2 MNAT1
DPP4 PAPD4
PARG PRDM5
CTRL NPY4R
ITGAL CCL5
SPRY2 BPIFA2
MSI1 SMPD1
CALHM1 POLR3C
OR8G5 TMOD4
PPP1R13B MAP3K10
XPO4 CD2BP2
ACER3 HSPE1
GRP NMUR2
CRMP1 CRIM1
HOXC6 MNT
NA ISPD
TRIM3 ZDHHC16
CDKN2B ZFP90
SYT9 WNT5B
MMP11 ENC1
OR13F1 GABARAPL2
ADAMTS8 CDK10
METAP2 MAN2B1
CD96 ANXA11
TIMM13 UTS2B
C1D TNFRSF1A
GABARAPL2 SETD1B
PIM2 MXD1
APPBP2 MESP1
MYOF GNAO1
KAT5 POLR2D
APOF PPARD
RAET1E UBE2F
CTNNA3 TRPM4
XRN1 RHOD
CD207 KRT85
TMEM100 RACK1
TNFRSF6B TNFRSF18
TXNL4A DUOX2
LTBR IGLV1-44
NFIX KDM5A
RPS4X RREB1
ZDHHC3 TSSK2
LILRA4 EBP
SF3A3 C3orf58
CSE1L EVI5L
MICU3 CNGA1
POU6F2 PTPRZ1
NR1H3 CYSLTR2
ARAP1 MAGT1
MAP2K3 CD4
ADAMTS8 GAS8
LCN2 OR6V1
ABT1 POLR2I
ARHGAP1 OTOA
CNTN4 UBA52
PNLIPRP2 PARP3
IGSF6 CIITA
RLTPR PRDM12
ABL1 SPDYC
CERS3 WSB2
PSG5 PZP
ANO4 ATP6AP1
OR5K3 TTBK2
ELF4 MAP4K1
FLT4 ROR1
BPI TTLL8
PPRC1 PAX2
AKR1B10 TOPORS
CHRM3 BUB1
DVL3 PAFAH1B3
CLP1 EFNB3
BTD CELSR1
GJD3 TARS2
LYPLA1 NLRP2
RIMS1 TRAF1
MLXIPL CLTCL1
LY96 CERS3
SOCS3 FRAT1
CDCA5 STX12
TCERG1 IRF3
IFI44 PSMA1
ERGIC2 SLC25A15
PRPH2 TGFBI
KRT78 SHOX
PON2 CST2
ITGA7 ITGB1BP1
FANCL CRYAA
NCBP3 DIMT1
ARIH1 FKBP5
RAB10 ACTA2
TRAPPC6B RAB3GAP2
RRH EYA4
RHEB SOCS4
RAX UNC119
ABCB7 SLC16A2
UBE2R2 FCGR2A
MYSM1 MRPL21
CCL5 IL32
AHSG GLMN
HSPA6 HSPB1
VWF PCDHGB4
DGAT2L6 DIMT1
IGFBP4 PTEN
EPAS1 GLI2
ITGB6 EYS
CGA FGF17
NOCT SNAPC3
LILRA4 BRI3
CDS1 CRYBB2
GTF2H2 NCL
SLC36A4 MFAP4
PTS SH3GL3
CNTLN KLHDC3
MYCN SMARCAL1
TBC1D10C IGLV3-1
ADRA2A TIMP1
CTSO HS1BP3
COL17A1 CAMSAP1
DSG2 NCKIPSD
IL12RB2 CD2
ACOT6 BNIPL
SACM1L AK2
MYO1A DZIP1L
OR2F1 KDM6B
SLC2A6 CBFA2T3
AIPL1 RPL36A
KCNG2 PLA2G2D
HES5 SELT
GJC2 GNAO1
NDUFB11 GLRA1
LIF NELFA
CYSLTR1 MST1R
ALOX12B APOBEC1
E2F4 CIZ1
NEDD9 STAT1
GPR19 OR4D11
NMB PGF
H2AFB1 FFAR1
CTSK MME
PRG4 ARHGEF1
COL3A1 LPA
PTHLH CIAO1
DVL3 PTN
CORIN ENDOU
ILF2 NSD1
ZMYND11 VHL
SMG9 MIR873
TGFB2 HGS
EBP PAX1
SSTR2 KLF4
DDIT3 CXCL16
HLA-DRB3 MAP4K2
OR10A6 CTSK
ALDH9A1 OR2A5
CLEC4A VWF
VHL CASP5
ITGA11 ACTN2
EMG1 UBA3
SLC26A1 PDE1A
RHOG SLAMF1
MRPL3 FOXA1
POU5F1 TP53
